detection_time,detection_cycle,grid_x,grid_y,grid_z,temperature_grain,temperature_inside,temperature_outside,humidity_warehouse,humidity_outside,grain_type
2025-05-16 12:00:00,61,0,0,0,22.02,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,62,0,0,1,23.91,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,63,0,0,2,26.0,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,64,0,1,0,22.89,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,65,0,1,1,23.62,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,66,0,1,2,25.62,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,67,0,2,0,22.51,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,68,0,2,1,23.71,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,69,0,2,2,25.42,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,70,0,3,0,21.71,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,71,0,3,1,24.02,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,72,0,3,2,25.52,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,73,0,4,0,22.05,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,74,0,4,1,24.46,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,75,0,4,2,25.62,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,76,1,0,0,22.64,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,77,1,0,1,23.8,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,78,1,0,2,24.94,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,79,1,1,0,21.28,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,80,1,1,1,22.42,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,81,1,1,2,24.28,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,82,1,2,0,21.05,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,83,1,2,1,22.88,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,84,1,2,2,23.76,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,85,1,3,0,20.97,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,86,1,3,1,22.12,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,87,1,3,2,23.9,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,88,1,4,0,22.65,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,89,1,4,1,24.0,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,90,1,4,2,25.27,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,91,2,0,0,22.44,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,92,2,0,1,24.18,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,93,2,0,2,25.84,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,94,2,1,0,21.11,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,95,2,1,1,22.62,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,96,2,1,2,24.5,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,97,2,2,0,20.49,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,98,2,2,1,22.23,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,99,2,2,2,23.95,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,100,2,3,0,21.15,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,101,2,3,1,22.64,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,102,2,3,2,23.28,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,103,2,4,0,23.12,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,104,2,4,1,23.76,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,105,2,4,2,25.45,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,106,3,0,0,21.93,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,107,3,0,1,23.99,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,108,3,0,2,25.86,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,109,3,1,0,22.71,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,110,3,1,1,23.88,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,111,3,1,2,25.25,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,112,3,2,0,22.65,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,113,3,2,1,23.59,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,114,3,2,2,25.7,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,115,3,3,0,22.5,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,116,3,3,1,23.87,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,117,3,3,2,25.47,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,118,3,4,0,22.38,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,119,3,4,1,24.19,26.98,24.98,74.4,87.0,Japonica rice
2025-05-16 12:00:00,120,3,4,2,25.71,26.98,24.98,74.4,87.0,Japonica rice
2025-05-17 12:00:00,121,0,0,0,18.84,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,122,0,0,1,20.62,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,123,0,0,2,22.04,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,124,0,1,0,18.0,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,125,0,1,1,20.51,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,126,0,1,2,21.76,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,127,0,2,0,18.45,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,128,0,2,1,20.35,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,129,0,2,2,21.78,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,130,0,3,0,18.94,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,131,0,3,1,20.15,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,132,0,3,2,21.69,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,133,0,4,0,18.48,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,134,0,4,1,20.84,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,135,0,4,2,21.37,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,136,1,0,0,19.01,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,137,1,0,1,20.24,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,138,1,0,2,21.63,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,139,1,1,0,17.13,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,140,1,1,1,17.97,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,141,1,1,2,20.47,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,142,1,2,0,16.98,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,143,1,2,1,18.73,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,144,1,2,2,19.77,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,145,1,3,0,16.62,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,146,1,3,1,18.27,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,147,1,3,2,20.3,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,148,1,4,0,19.05,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,149,1,4,1,20.99,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,150,1,4,2,21.79,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,151,2,0,0,19.18,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,152,2,0,1,20.75,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,153,2,0,2,21.87,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,154,2,1,0,17.68,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,155,2,1,1,18.81,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,156,2,1,2,20.47,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,157,2,2,0,17.05,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,158,2,2,1,18.8,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,159,2,2,2,19.98,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,160,2,3,0,16.96,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,161,2,3,1,18.56,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,162,2,3,2,20.47,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,163,2,4,0,18.21,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,164,2,4,1,19.96,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,165,2,4,2,21.82,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,166,3,0,0,18.6,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,167,3,0,1,20.05,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,168,3,0,2,21.4,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,169,3,1,0,18.77,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,170,3,1,1,20.48,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,171,3,1,2,21.71,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,172,3,2,0,19.12,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,173,3,2,1,20.69,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,174,3,2,2,22.21,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,175,3,3,0,18.59,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,176,3,3,1,20.64,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,177,3,3,2,21.8,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,178,3,4,0,18.76,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,179,3,4,1,20.4,23.25,21.25,74.0,87.5,Japonica rice
2025-05-17 12:00:00,180,3,4,2,21.57,23.25,21.25,74.0,87.5,Japonica rice
2025-05-18 12:00:00,181,0,0,0,16.67,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,182,0,0,1,17.9,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,183,0,0,2,18.62,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,184,0,1,0,16.52,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,185,0,1,1,17.34,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,186,0,1,2,19.86,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,187,0,2,0,16.02,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,188,0,2,1,17.53,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,189,0,2,2,18.78,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,190,0,3,0,16.02,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,191,0,3,1,17.97,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,192,0,3,2,19.64,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,193,0,4,0,15.51,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,194,0,4,1,17.69,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,195,0,4,2,19.7,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,196,1,0,0,16.1,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,197,1,0,1,18.21,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,198,1,0,2,19.44,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,199,1,1,0,14.96,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,200,1,1,1,16.61,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,201,1,1,2,17.46,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,202,1,2,0,15.06,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,203,1,2,1,16.03,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,204,1,2,2,17.61,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,205,1,3,0,14.79,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,206,1,3,1,16.27,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,207,1,3,2,17.22,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,208,1,4,0,16.23,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,209,1,4,1,17.92,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,210,1,4,2,19.3,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,211,2,0,0,16.34,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,212,2,0,1,17.74,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,213,2,0,2,19.13,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,214,2,1,0,14.49,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,215,2,1,1,16.74,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,216,2,1,2,18.17,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,217,2,2,0,14.68,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,218,2,2,1,16.49,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,219,2,2,2,17.37,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,220,2,3,0,14.9,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,221,2,3,1,15.95,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,222,2,3,2,17.83,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,223,2,4,0,16.19,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,224,2,4,1,17.55,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,225,2,4,2,19.4,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,226,3,0,0,16.74,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,227,3,0,1,18.09,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,228,3,0,2,19.12,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,229,3,1,0,16.01,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,230,3,1,1,17.71,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,231,3,1,2,19.34,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,232,3,2,0,15.3,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,233,3,2,1,17.74,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,234,3,2,2,19.14,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,235,3,3,0,16.02,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,236,3,3,1,18.17,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,237,3,3,2,19.46,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,238,3,4,0,16.58,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,239,3,4,1,17.8,20.78,20.28,79.7,91.0,Japonica rice
2025-05-18 12:00:00,240,3,4,2,19.23,20.78,20.28,79.7,91.0,Japonica rice
2025-05-19 12:00:00,241,0,0,0,21.79,26.46,24.46,81.1,93.1,Japonica rice
2025-05-19 12:00:00,242,0,0,1,23.87,26.46,24.46,81.1,93.1,Japonica rice
2025-05-19 12:00:00,243,0,0,2,24.56,26.46,24.46,81.1,93.1,Japonica rice
2025-05-19 12:00:00,244,0,1,0,21.92,26.46,24.46,81.1,93.1,Japonica rice
2025-05-19 12:00:00,245,0,1,1,23.8,26.46,24.46,81.1,93.1,Japonica rice
2025-05-19 12:00:00,246,0,1,2,25.09,26.46,24.46,81.1,93.1,Japonica rice
2025-05-19 12:00:00,247,0,2,0,21.89,26.46,24.46,81.1,93.1,Japonica rice
2025-05-19 12:00:00,248,0,2,1,22.81,26.46,24.46,81.1,93.1,Japonica rice
2025-05-19 12:00:00,249,0,2,2,24.92,26.46,24.46,81.1,93.1,Japonica rice
2025-05-19 12:00:00,250,0,3,0,21.6,26.46,24.46,81.1,93.1,Japonica rice
2025-05-19 12:00:00,251,0,3,1,23.73,26.46,24.46,81.1,93.1,Japonica rice
2025-05-19 12:00:00,252,0,3,2,25.23,26.46,24.46,81.1,93.1,Japonica rice
2025-05-19 12:00:00,253,0,4,0,22.25,26.46,24.46,81.1,93.1,Japonica rice
2025-05-19 12:00:00,254,0,4,1,24.09,26.46,24.46,81.1,93.1,Japonica rice
2025-05-19 12:00:00,255,0,4,2,25.1,26.46,24.46,81.1,93.1,Japonica rice
2025-05-19 12:00:00,256,1,0,0,22.05,26.46,24.46,81.1,93.1,Japonica rice
2025-05-19 12:00:00,257,1,0,1,24.23,26.46,24.46,81.1,93.1,Japonica rice
2025-05-19 12:00:00,258,1,0,2,25.69,26.46,24.46,81.1,93.1,Japonica rice
2025-05-19 12:00:00,259,1,1,0,20.73,26.46,24.46,81.1,93.1,Japonica rice
2025-05-19 12:00:00,260,1,1,1,21.9,26.46,24.46,81.1,93.1,Japonica rice
2025-05-19 12:00:00,261,1,1,2,23.42,26.46,24.46,81.1,93.1,Japonica rice
2025-05-19 12:00:00,262,1,2,0,20.24,26.46,24.46,81.1,93.1,Japonica rice
2025-05-19 12:00:00,263,1,2,1,22.28,26.46,24.46,81.1,93.1,Japonica rice
2025-05-19 12:00:00,264,1,2,2,23.37,26.46,24.46,81.1,93.1,Japonica rice
2025-05-19 12:00:00,265,1,3,0,20.21,26.46,24.46,81.1,93.1,Japonica rice
2025-05-19 12:00:00,266,1,3,1,21.97,26.46,24.46,81.1,93.1,Japonica rice
2025-05-19 12:00:00,267,1,3,2,23.77,26.46,24.46,81.1,93.1,Japonica rice
2025-05-19 12:00:00,268,1,4,0,22.09,26.46,24.46,81.1,93.1,Japonica rice
2025-05-19 12:00:00,269,1,4,1,23.6,26.46,24.46,81.1,93.1,Japonica rice
2025-05-19 12:00:00,270,1,4,2,24.48,26.46,24.46,81.1,93.1,Japonica rice
2025-05-19 12:00:00,271,2,0,0,21.93,26.46,24.46,81.1,93.1,Japonica rice
2025-05-19 12:00:00,272,2,0,1,23.85,26.46,24.46,81.1,93.1,Japonica rice
2025-05-19 12:00:00,273,2,0,2,24.77,26.46,24.46,81.1,93.1,Japonica rice
2025-05-19 12:00:00,274,2,1,0,21.0,26.46,24.46,81.1,93.1,Japonica rice
2025-05-19 12:00:00,275,2,1,1,21.57,26.46,24.46,81.1,93.1,Japonica rice
2025-05-19 12:00:00,276,2,1,2,23.19,26.46,24.46,81.1,93.1,Japonica rice
2025-05-19 12:00:00,277,2,2,0,20.66,26.46,24.46,81.1,93.1,Japonica rice
2025-05-19 12:00:00,278,2,2,1,22.43,26.46,24.46,81.1,93.1,Japonica rice
2025-05-19 12:00:00,279,2,2,2,23.57,26.46,24.46,81.1,93.1,Japonica rice
2025-05-19 12:00:00,280,2,3,0,20.74,26.46,24.46,81.1,93.1,Japonica rice
2025-05-19 12:00:00,281,2,3,1,21.81,26.46,24.46,81.1,93.1,Japonica rice
2025-05-19 12:00:00,282,2,3,2,23.48,26.46,24.46,81.1,93.1,Japonica rice
2025-05-19 12:00:00,283,2,4,0,21.39,26.46,24.46,81.1,93.1,Japonica rice
2025-05-19 12:00:00,284,2,4,1,24.79,26.46,24.46,81.1,93.1,Japonica rice
2025-05-19 12:00:00,285,2,4,2,24.71,26.46,24.46,81.1,93.1,Japonica rice
2025-05-19 12:00:00,286,3,0,0,21.83,26.46,24.46,81.1,93.1,Japonica rice
2025-05-19 12:00:00,287,3,0,1,23.59,26.46,24.46,81.1,93.1,Japonica rice
2025-05-19 12:00:00,288,3,0,2,25.41,26.46,24.46,81.1,93.1,Japonica rice
