detection_time,detection_cycle,grid_x,grid_y,grid_z,temperature_grain,temperature_inside,temperature_outside,humidity_warehouse,humidity_outside,grain_type
2025-05-15 12:00:00,46,3,0,0,19.31,23.8,21.8,80.7,93.0,Mid-to-late indica rice
2025-05-15 12:00:00,47,3,0,1,20.89,23.8,21.8,80.7,93.0,Mid-to-late indica rice
2025-05-15 12:00:00,48,3,0,2,22.13,23.8,21.8,80.7,93.0,Mid-to-late indica rice
2025-05-15 12:00:00,49,3,1,0,19.65,23.8,21.8,80.7,93.0,Mid-to-late indica rice
2025-05-15 12:00:00,50,3,1,1,20.79,23.8,21.8,80.7,93.0,Mid-to-late indica rice
2025-05-15 12:00:00,51,3,1,2,22.92,23.8,21.8,80.7,93.0,Mid-to-late indica rice
2025-05-15 12:00:00,52,3,2,0,19.57,23.8,21.8,80.7,93.0,Mid-to-late indica rice
2025-05-15 12:00:00,53,3,2,1,20.79,23.8,21.8,80.7,93.0,Mid-to-late indica rice
2025-05-15 12:00:00,54,3,2,2,22.63,23.8,21.8,80.7,93.0,Mid-to-late indica rice
2025-05-15 12:00:00,55,3,3,0,19.51,23.8,21.8,80.7,93.0,Mid-to-late indica rice
2025-05-15 12:00:00,56,3,3,1,20.63,23.8,21.8,80.7,93.0,Mid-to-late indica rice
2025-05-15 12:00:00,57,3,3,2,22.12,23.8,21.8,80.7,93.0,Mid-to-late indica rice
2025-05-15 12:00:00,58,3,4,0,19.42,23.8,21.8,80.7,93.0,Mid-to-late indica rice
2025-05-15 12:00:00,59,3,4,1,20.15,23.8,21.8,80.7,93.0,Mid-to-late indica rice
2025-05-15 12:00:00,60,3,4,2,22.45,23.8,21.8,80.7,93.0,Mid-to-late indica rice
2025-05-16 12:00:00,61,0,0,0,20.24,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,62,0,0,1,21.68,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,63,0,0,2,23.52,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,64,0,1,0,20.31,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,65,0,1,1,21.73,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,66,0,1,2,23.51,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,67,0,2,0,20.44,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,68,0,2,1,22.49,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,69,0,2,2,24.22,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,70,0,3,0,20.78,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,71,0,3,1,22.15,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,72,0,3,2,23.72,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,73,0,4,0,21.45,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,74,0,4,1,21.76,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,75,0,4,2,23.71,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,76,1,0,0,20.58,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,77,1,0,1,21.9,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,78,1,0,2,23.12,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,79,1,1,0,18.99,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,80,1,1,1,20.35,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,81,1,1,2,21.83,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,82,1,2,0,19.12,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,83,1,2,1,20.81,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,84,1,2,2,22.5,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,85,1,3,0,19.29,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,86,1,3,1,20.21,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,87,1,3,2,22.24,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,88,1,4,0,20.61,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,89,1,4,1,21.69,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,90,1,4,2,23.53,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,91,2,0,0,21.04,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,92,2,0,1,22.27,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,93,2,0,2,23.76,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,94,2,1,0,19.14,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,95,2,1,1,20.61,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,96,2,1,2,22.02,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,97,2,2,0,18.87,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,98,2,2,1,20.17,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,99,2,2,2,22.06,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,100,2,3,0,18.8,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,101,2,3,1,20.81,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,102,2,3,2,21.9,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,103,2,4,0,20.48,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,104,2,4,1,21.8,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,105,2,4,2,23.18,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,106,3,0,0,20.54,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,107,3,0,1,21.86,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,108,3,0,2,23.15,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,109,3,1,0,20.51,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,110,3,1,1,22.39,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,111,3,1,2,23.53,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,112,3,2,0,20.51,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,113,3,2,1,22.57,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,114,3,2,2,23.78,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,115,3,3,0,20.49,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,116,3,3,1,22.41,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,117,3,3,2,23.3,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,118,3,4,0,21.13,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,119,3,4,1,22.27,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-16 12:00:00,120,3,4,2,23.64,25.12,23.12,75.1,88.8,Mid-to-late indica rice
2025-05-17 12:00:00,121,0,0,0,23.16,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,122,0,0,1,24.1,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,123,0,0,2,25.57,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,124,0,1,0,22.96,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,125,0,1,1,23.98,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,126,0,1,2,26.01,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,127,0,2,0,23.47,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,128,0,2,1,24.09,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,129,0,2,2,26.46,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,130,0,3,0,22.75,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,131,0,3,1,24.2,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,132,0,3,2,25.64,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,133,0,4,0,23.42,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,134,0,4,1,24.47,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,135,0,4,2,25.88,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,136,1,0,0,23.55,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,137,1,0,1,24.42,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,138,1,0,2,25.46,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,139,1,1,0,21.33,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,140,1,1,1,23.39,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,141,1,1,2,23.98,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,142,1,2,0,21.36,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,143,1,2,1,23.25,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,144,1,2,2,24.43,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,145,1,3,0,21.56,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,146,1,3,1,23.01,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,147,1,3,2,24.04,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,148,1,4,0,23.54,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,149,1,4,1,23.99,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,150,1,4,2,25.92,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,151,2,0,0,22.95,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,152,2,0,1,24.71,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,153,2,0,2,26.3,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,154,2,1,0,21.71,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,155,2,1,1,22.39,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,156,2,1,2,24.64,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,157,2,2,0,21.1,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,158,2,2,1,23.42,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,159,2,2,2,24.08,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,160,2,3,0,21.06,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,161,2,3,1,23.35,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,162,2,3,2,24.32,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,163,2,4,0,22.78,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,164,2,4,1,24.18,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,165,2,4,2,25.83,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,166,3,0,0,22.72,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,167,3,0,1,24.42,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,168,3,0,2,26.27,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,169,3,1,0,22.82,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,170,3,1,1,24.47,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,171,3,1,2,25.79,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,172,3,2,0,22.5,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,173,3,2,1,24.05,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,174,3,2,2,26.3,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,175,3,3,0,23.01,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,176,3,3,1,24.29,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,177,3,3,2,26.15,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,178,3,4,0,23.3,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,179,3,4,1,23.99,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-17 12:00:00,180,3,4,2,26.01,27.46,25.46,65.7,77.0,Mid-to-late indica rice
2025-05-18 12:00:00,181,0,0,0,20.13,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,182,0,0,1,22.12,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,183,0,0,2,23.84,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,184,0,1,0,19.96,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,185,0,1,1,21.75,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,186,0,1,2,22.96,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,187,0,2,0,20.19,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,188,0,2,1,21.43,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,189,0,2,2,22.24,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,190,0,3,0,20.64,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,191,0,3,1,21.54,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,192,0,3,2,23.44,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,193,0,4,0,19.71,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,194,0,4,1,21.71,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,195,0,4,2,22.69,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,196,1,0,0,20.39,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,197,1,0,1,21.16,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,198,1,0,2,23.4,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,199,1,1,0,18.9,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,200,1,1,1,19.37,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,201,1,1,2,21.31,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,202,1,2,0,18.47,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,203,1,2,1,19.99,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,204,1,2,2,21.98,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,205,1,3,0,18.58,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,206,1,3,1,19.29,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,207,1,3,2,21.74,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,208,1,4,0,19.97,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,209,1,4,1,21.69,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,210,1,4,2,22.95,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,211,2,0,0,19.41,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,212,2,0,1,21.8,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,213,2,0,2,22.7,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,214,2,1,0,18.47,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,215,2,1,1,20.45,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,216,2,1,2,21.77,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,217,2,2,0,18.24,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,218,2,2,1,19.92,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,219,2,2,2,21.14,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,220,2,3,0,18.31,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,221,2,3,1,19.69,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,222,2,3,2,21.94,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,223,2,4,0,20.22,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,224,2,4,1,21.61,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,225,2,4,2,23.49,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,226,3,0,0,19.9,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,227,3,0,1,22.28,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,228,3,0,2,23.07,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,229,3,1,0,19.96,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,230,3,1,1,21.56,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,231,3,1,2,23.23,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,232,3,2,0,20.02,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,233,3,2,1,21.56,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,234,3,2,2,23.08,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,235,3,3,0,20.1,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,236,3,3,1,21.68,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,237,3,3,2,22.57,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,238,3,4,0,20.46,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,239,3,4,1,21.59,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-18 12:00:00,240,3,4,2,23.24,24.56,22.56,76.7,89.9,Mid-to-late indica rice
2025-05-19 12:00:00,241,0,0,0,20.75,25.2,23.2,77.2,89.6,Mid-to-late indica rice
2025-05-19 12:00:00,242,0,0,1,22.67,25.2,23.2,77.2,89.6,Mid-to-late indica rice
2025-05-19 12:00:00,243,0,0,2,23.08,25.2,23.2,77.2,89.6,Mid-to-late indica rice
2025-05-19 12:00:00,244,0,1,0,20.26,25.2,23.2,77.2,89.6,Mid-to-late indica rice
2025-05-19 12:00:00,245,0,1,1,22.55,25.2,23.2,77.2,89.6,Mid-to-late indica rice
2025-05-19 12:00:00,246,0,1,2,24.12,25.2,23.2,77.2,89.6,Mid-to-late indica rice
2025-05-19 12:00:00,247,0,2,0,20.7,25.2,23.2,77.2,89.6,Mid-to-late indica rice
2025-05-19 12:00:00,248,0,2,1,21.75,25.2,23.2,77.2,89.6,Mid-to-late indica rice
2025-05-19 12:00:00,249,0,2,2,24.65,25.2,23.2,77.2,89.6,Mid-to-late indica rice
2025-05-19 12:00:00,250,0,3,0,21.17,25.2,23.2,77.2,89.6,Mid-to-late indica rice
2025-05-19 12:00:00,251,0,3,1,22.25,25.2,23.2,77.2,89.6,Mid-to-late indica rice
2025-05-19 12:00:00,252,0,3,2,23.99,25.2,23.2,77.2,89.6,Mid-to-late indica rice
2025-05-19 12:00:00,253,0,4,0,20.27,25.2,23.2,77.2,89.6,Mid-to-late indica rice
2025-05-19 12:00:00,254,0,4,1,22.55,25.2,23.2,77.2,89.6,Mid-to-late indica rice
2025-05-19 12:00:00,255,0,4,2,23.22,25.2,23.2,77.2,89.6,Mid-to-late indica rice
2025-05-19 12:00:00,256,1,0,0,20.97,25.2,23.2,77.2,89.6,Mid-to-late indica rice
2025-05-19 12:00:00,257,1,0,1,21.76,25.2,23.2,77.2,89.6,Mid-to-late indica rice
2025-05-19 12:00:00,258,1,0,2,23.75,25.2,23.2,77.2,89.6,Mid-to-late indica rice
2025-05-19 12:00:00,259,1,1,0,19.16,25.2,23.2,77.2,89.6,Mid-to-late indica rice
2025-05-19 12:00:00,260,1,1,1,20.78,25.2,23.2,77.2,89.6,Mid-to-late indica rice
2025-05-19 12:00:00,261,1,1,2,22.17,25.2,23.2,77.2,89.6,Mid-to-late indica rice
